accession,db_symbol,db_is_small_molecule_in_clinic,db_is_antibody_in_clinic,db_is_other_in_clinic,db_small_molecule_drugs_in_clinic,db_antibody_drugs_in_clinic,db_other_drugs_in_clinic,db_all_drugs_in_clinic
P36888,FLT3,True,False,False,"[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01268', 'name': 'Sunitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06595', 'name': 'Midostaurin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB12141', 'name': 'Gilteritinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB12500', 'name': 'Fedratinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB00398', 'name': 'Sorafenib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01268', 'name': 'Sunitinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06595', 'name': 'Midostaurin', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB12141', 'name': 'Gilteritinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB12500', 'name': 'Fedratinib', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
Q9NYK1,TLR7,True,False,False,"[{'drugbank_id': 'DB00724', 'name': 'Imiquimod', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01611', 'name': 'Hydroxychloroquine', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00724', 'name': 'Imiquimod', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01611', 'name': 'Hydroxychloroquine', 'type': 'small molecule', 'groups': ['approved']}]"
Q99720,SIGMAR1,True,False,False,"[{'drugbank_id': 'DB00514', 'name': 'Dextromethorphan', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00574', 'name': 'Fenfluramine', 'type': 'small molecule', 'groups': ['approved', 'illicit', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB00652', 'name': 'Pentazocine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB11186', 'name': 'Pentoxyverine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB00514', 'name': 'Dextromethorphan', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00574', 'name': 'Fenfluramine', 'type': 'small molecule', 'groups': ['approved', 'illicit', 'investigational', 'withdrawn']}, {'drugbank_id': 'DB00652', 'name': 'Pentazocine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB09014', 'name': 'Captodiame', 'type': 'small molecule', 'groups': ['experimental']}, {'drugbank_id': 'DB11186', 'name': 'Pentoxyverine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
Q9H3S4,TPK1,True,False,False,"[{'drugbank_id': 'DB00152', 'name': 'Thiamine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical', 'vet_approved']}]",[],[],"[{'drugbank_id': 'DB00152', 'name': 'Thiamine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical', 'vet_approved']}]"
Q02218,OGDH,True,False,False,"[{'drugbank_id': 'DB09092', 'name': 'Xanthinol', 'type': 'small molecule', 'groups': ['approved', 'withdrawn']}]",[],[],"[{'drugbank_id': 'DB09092', 'name': 'Xanthinol', 'type': 'small molecule', 'groups': ['approved', 'withdrawn']}]"
P15692,VEGFA,True,True,True,"[{'drugbank_id': 'DB06779', 'name': 'Dalteparin', 'type': 'small molecule', 'groups': ['approved']}]","[{'drugbank_id': 'DB00112', 'name': 'Bevacizumab', 'type': 'antibody', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01270', 'name': 'Ranibizumab', 'type': 'antibody', 'groups': ['approved']}, {'drugbank_id': 'DB14864', 'name': 'Brolucizumab', 'type': 'antibody', 'groups': ['approved', 'investigational']}]","[{'drugbank_id': 'DB04895', 'name': 'Pegaptanib', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08885', 'name': 'Aflibercept', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB10772', 'name': 'Foreskin keratinocyte (neonatal)', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB15303', 'name': 'Faricimab', 'type': 'other', 'groups': ['investigational']}]","[{'drugbank_id': 'DB00112', 'name': 'Bevacizumab', 'type': 'antibody', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01270', 'name': 'Ranibizumab', 'type': 'antibody', 'groups': ['approved']}, {'drugbank_id': 'DB04895', 'name': 'Pegaptanib', 'type': 'other', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06779', 'name': 'Dalteparin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB08885', 'name': 'Aflibercept', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB10772', 'name': 'Foreskin keratinocyte (neonatal)', 'type': 'other', 'groups': ['approved']}, {'drugbank_id': 'DB14864', 'name': 'Brolucizumab', 'type': 'antibody', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB15303', 'name': 'Faricimab', 'type': 'other', 'groups': ['investigational']}]"
P37288,AVPR1A,True,False,False,"[{'drugbank_id': 'DB00035', 'name': 'Desmopressin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00067', 'name': 'Vasopressin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00872', 'name': 'Conivaptan', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB14642', 'name': 'Lypressin', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00035', 'name': 'Desmopressin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00067', 'name': 'Vasopressin', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00093', 'name': 'Felypressin', 'type': 'small molecule', 'groups': ['experimental']}, {'drugbank_id': 'DB00872', 'name': 'Conivaptan', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB14642', 'name': 'Lypressin', 'type': 'small molecule', 'groups': ['approved']}]"
P12532,CKMT1A,True,False,False,"[{'drugbank_id': 'DB00148', 'name': 'Creatine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical']}]",[],[],"[{'drugbank_id': 'DB00148', 'name': 'Creatine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical']}, {'drugbank_id': 'DB13191', 'name': 'Phosphocreatine', 'type': 'small molecule', 'groups': ['nutraceutical']}]"
P08588,ADRB1,True,False,False,"[{'drugbank_id': 'DB00187', 'name': 'Esmolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00195', 'name': 'Betaxolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00221', 'name': 'Isoetharine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00264', 'name': 'Metoprolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00335', 'name': 'Atenolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00368', 'name': 'Norepinephrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00373', 'name': 'Timolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00489', 'name': 'Sotalol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00521', 'name': 'Carteolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00571', 'name': 'Propranolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00598', 'name': 'Labetalol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00612', 'name': 'Bisoprolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00668', 'name': 'Epinephrine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00841', 'name': 'Dobutamine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00866', 'name': 'Alprenolol', 'type': 'small molecule', 'groups': ['experimental', 'withdrawn']}, {'drugbank_id': 'DB00960', 'name': 'Pindolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01064', 'name': 'Isoprenaline', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01102', 'name': 'Arbutamine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01136', 'name': 'Carvedilol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01193', 'name': 'Acebutolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01203', 'name': 'Nadolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01210', 'name': 'Levobunolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01214', 'name': 'Metipranolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01297', 'name': 'Practolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01359', 'name': 'Penbutolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01364', 'name': 'Ephedrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01580', 'name': 'Oxprenolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB04846', 'name': 'Celiprolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB04861', 'name': 'Nebivolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06262', 'name': 'Droxidopa', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB09204', 'name': 'Arotinolol', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB09351', 'name': 'Levobetaxolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB11124', 'name': 'Racepinephrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB11278', 'name': 'DL-Methylephedrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB13781', 'name': 'Xamoterol', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00187', 'name': 'Esmolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00195', 'name': 'Betaxolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00221', 'name': 'Isoetharine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00264', 'name': 'Metoprolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00335', 'name': 'Atenolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00368', 'name': 'Norepinephrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00373', 'name': 'Timolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00489', 'name': 'Sotalol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00521', 'name': 'Carteolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00571', 'name': 'Propranolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00598', 'name': 'Labetalol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00612', 'name': 'Bisoprolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00668', 'name': 'Epinephrine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00841', 'name': 'Dobutamine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00866', 'name': 'Alprenolol', 'type': 'small molecule', 'groups': ['experimental', 'withdrawn']}, {'drugbank_id': 'DB00960', 'name': 'Pindolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01064', 'name': 'Isoprenaline', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01102', 'name': 'Arbutamine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01136', 'name': 'Carvedilol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01193', 'name': 'Acebutolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01203', 'name': 'Nadolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01210', 'name': 'Levobunolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01214', 'name': 'Metipranolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01295', 'name': 'Bevantolol', 'type': 'small molecule', 'groups': ['experimental']}, {'drugbank_id': 'DB01297', 'name': 'Practolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01359', 'name': 'Penbutolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01363', 'name': 'Ephedra sinica root', 'type': 'other', 'groups': ['nutraceutical']}, {'drugbank_id': 'DB01364', 'name': 'Ephedrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB01580', 'name': 'Oxprenolol', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB04846', 'name': 'Celiprolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB04861', 'name': 'Nebivolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB06262', 'name': 'Droxidopa', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB08807', 'name': 'Bopindolol', 'type': 'small molecule', 'groups': ['experimental']}, {'drugbank_id': 'DB08808', 'name': 'Bupranolol', 'type': 'small molecule', 'groups': ['experimental']}, {'drugbank_id': 'DB09204', 'name': 'Arotinolol', 'type': 'small molecule', 'groups': ['investigational']}, {'drugbank_id': 'DB09351', 'name': 'Levobetaxolol', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB11124', 'name': 'Racepinephrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB11278', 'name': 'DL-Methylephedrine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB13781', 'name': 'Xamoterol', 'type': 'small molecule', 'groups': ['approved']}]"
P31040,SDHA,True,False,False,"[{'drugbank_id': 'DB09270', 'name': 'Ubidecarenone', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical']}]",[],[],"[{'drugbank_id': 'DB09270', 'name': 'Ubidecarenone', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'nutraceutical']}]"
Q9Y5Y9,SCN10A,True,False,False,"[{'drugbank_id': 'DB00281', 'name': 'Lidocaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00296', 'name': 'Ropivacaine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00297', 'name': 'Bupivacaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00527', 'name': 'Cinchocaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00645', 'name': 'Dyclonine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00721', 'name': 'Procaine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved']}, {'drugbank_id': 'DB00807', 'name': 'Proparacaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00892', 'name': 'Oxybuprocaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00961', 'name': 'Mepivacaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB01002', 'name': 'Levobupivacaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01086', 'name': 'Benzocaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01161', 'name': 'Chloroprocaine', 'type': 'small molecule', 'groups': ['approved']}]",[],[],"[{'drugbank_id': 'DB00281', 'name': 'Lidocaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00296', 'name': 'Ropivacaine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00297', 'name': 'Bupivacaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00527', 'name': 'Cinchocaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00645', 'name': 'Dyclonine', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00721', 'name': 'Procaine', 'type': 'small molecule', 'groups': ['approved', 'investigational', 'vet_approved']}, {'drugbank_id': 'DB00807', 'name': 'Proparacaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB00892', 'name': 'Oxybuprocaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00961', 'name': 'Mepivacaine', 'type': 'small molecule', 'groups': ['approved', 'vet_approved']}, {'drugbank_id': 'DB01002', 'name': 'Levobupivacaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01086', 'name': 'Benzocaine', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB01161', 'name': 'Chloroprocaine', 'type': 'small molecule', 'groups': ['approved']}]"
P23786,CPT2,True,False,False,"[{'drugbank_id': 'DB01074', 'name': 'Perhexiline', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB01074', 'name': 'Perhexiline', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
O76074,PDE5A,True,False,False,"[{'drugbank_id': 'DB00203', 'name': 'Sildenafil', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00277', 'name': 'Theophylline', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00820', 'name': 'Tadalafil', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00862', 'name': 'Vardenafil', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00975', 'name': 'Dipyridamole', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06237', 'name': 'Avanafil', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06267', 'name': 'Udenafil', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]",[],[],"[{'drugbank_id': 'DB00203', 'name': 'Sildenafil', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00277', 'name': 'Theophylline', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00820', 'name': 'Tadalafil', 'type': 'small molecule', 'groups': ['approved', 'investigational']}, {'drugbank_id': 'DB00862', 'name': 'Vardenafil', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB00975', 'name': 'Dipyridamole', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06237', 'name': 'Avanafil', 'type': 'small molecule', 'groups': ['approved']}, {'drugbank_id': 'DB06267', 'name': 'Udenafil', 'type': 'small molecule', 'groups': ['approved', 'investigational']}]"
